BNF_Presentation_Code,BNF_Presentation,BNF_Product,BNF_Chemical_Substance,BNF_Subparagraph,BNF_Paragraph,BNF_Section,BNF_Chapter
0101010I0AABIBI,Mag Ox_Tab 400mg,Mag Ox,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0AABJBJ,Mag Ox_Cap 90mg,Mag Ox,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0AABKBK,Mag Ox_Cap 220mg,Mag Ox,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0AABLBL,Mag Ox_Cap 50mg,Mag Ox,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0AABMBM,Mag Ox_Cap 161.2mg,Mag Ox,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0AABNBN,Mag Ox_Liq Spec 400mg/5ml,Mag Ox,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0AABPBP,Mag Ox_Tab 133mg,Mag Ox,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0AABQBQ,Mag Ox_Cap 375mg,Mag Ox,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0AABRBR,Mag Ox_Tab 375mg,Mag Ox,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BBAABE,Uro-Mag_Cap 140mg,Uro-Mag,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BCAABI,Mag-Ox 400_Tab 400mg,Mag-Ox,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BDAAAC,Magstar_Cap 160mg,Magstar,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BDABAB,Magstar_Cap 100mg,Magstar,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BEAAAC,Oromag 160_Cap,Oromag 160,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BEABAL,Oromag 160_Tab,Oromag 160,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BFAAAE,Magdose_Tab 100mg,Magdose,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BFABAB,Magdose_Cap 100mg,Magdose,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BFACAL,Magdose_Tab 160mg,Magdose,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BFADAC,Magdose_Cap 160mg,Magdose,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BFAEAY,Magdose_Cap 500mg,Magdose,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BGAAAB,Oximag_Cap 100mg,Oximag,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BHAAAB,MagnEss_Cap 100mg,MagnEss,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BHABAC,MagnEss_Cap 160mg,MagnEss,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010I0BIAAAC,MagnaOx_Cap 160mg,MagnaOx,Magnesium Oxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010J0AAAAAA,Mag Trisil_Mix,Mag Trisil,Magnesium Trisilicate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010J0AAACAC,Mag Trisil_Tab 25mg,Mag Trisil,Magnesium Trisilicate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010J0AAADAD,Mag Trisil_Tab 150mg,Mag Trisil,Magnesium Trisilicate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010J0AAAEAE,Mag Trisil_Tab 250mg,Mag Trisil,Magnesium Trisilicate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010J0AAAGAG,Mag Trisil Co_Oral Pdr,Mag Trisil,Magnesium Trisilicate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010J0AAAHAH,Mag Trisil Co_Tab,Mag Trisil,Magnesium Trisilicate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010J0AAAIAI,Mag Trisil_Tab 500mg,Mag Trisil,Magnesium Trisilicate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010J0AAAJAJ,Mag Trisil_Pdr For Mix,Mag Trisil,Magnesium Trisilicate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010J0AAAKAK,Mag Trisil_Tab 300mg,Mag Trisil,Magnesium Trisilicate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAAAAA,Gppe Susp_Asilone S/F,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAABAB,Gppe Susp_Asilone Infants S/F,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAACAC,Gppe Tab_Diovol,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAADAD,Gppe Gel_Polycrol Fte S/F,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAAEAE,Gppe Tab_Polycrol Fte,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAAFAF,Gppe Tab_Polycrol,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAAGAG,Gppe Susp_Diovol S/F,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAAHAH,Gppe Gel_Polycrol S/F,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAAIAI,Gppe Susp_Maalox Plus S/F,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAAJAJ,Gppe Gel_Asilone S/F,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0AAAKAK,Gppe Liq_Asilone S/F,Gppe Susp,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BBAAAJ,Asilone_Gel S/F,Asilone,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BBABAA,Asilone_Susp S/F,Asilone,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BBACAB,Asilone For Infants_Susp S/F,Asilone,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BBADA0,Asilone Antacid_Tab 250mg,Asilone,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BBAEAK,Asilone Antacid_Liq S/F,Asilone,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BBAFA0,Asilone For Infants_Sach,Asilone,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BCAAAC,Diovol_Tab,Diovol,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BCABAG,Diovol_Susp S/F,Diovol,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BDAAAD,Polycrol Fte_Gel S/F,Polycrol,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BDABAE,Polycrol Fte_Tab,Polycrol,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BDACAF,Polycrol_Tab,Polycrol,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BDADAH,Polycrol_Gel S/F,Polycrol,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BEAAAI,Maalox Plus_Susp,Maalox Plus,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BEABA0,Maalox Plus_Sach 10ml,Maalox Plus,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BEACA0,Maalox Plus_Tab Chble,Maalox Plus,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BFAAA0,Novasil Plus_Susp,Novasil Plus,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BGAAA0,Boots_Dble Action Indigest Tab,Boots Dble Action Indigest,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BGABA0,Boots_Dble Action Indigest Mix,Boots Dble Action Indigest,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BGACA0,Boots_Wind Relief Tab Chble,Boots Dble Action Indigest,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BHAAA0,Actonorm_Gel,Actonorm,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010L0BHABA0,Actonorm_Oral Pdr,Actonorm,Aluminium & Magnesium & Act Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010M0AAAAAA,Magaldrate_Susp 800mg/5ml (Mint) S/F,Magaldrate,Magaldrate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010M0AAABAB,Magaldrate_Susp 800mg/5ml (Orange) S/F,Magaldrate,Magaldrate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010M0BBAAAB,Dynese_Susp 800mg/5ml S/F,Dynese,Magaldrate,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010N0AAAAAA,Antacid/Oxetacaine_Oral Susp S/F,Antacid/Oxetacaine,Aluminium & Magnesium & Oxetacaine,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010N0AAABAB,Antacid/Oxetacaine_Oral Susp,Antacid/Oxetacaine,Aluminium & Magnesium & Oxetacaine,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010N0BBAAAA,Mucaine_Susp S/F,Mucaine,Aluminium & Magnesium & Oxetacaine,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010N0BCAAAA,Rosemont_Antacid/Oxetacaine Oral SuspS/F,Rosemont Antacid,Aluminium & Magnesium & Oxetacaine,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010P0AAAAAA,Co-Simalcite_Susp 125mg/500mg/5ml S/F,Co-Simalcite,Co-Simalcite (Simeticone/Hydrotalcite),Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010P0AAABAB,Co-Simalcite_Tab 250mg/500mg,Co-Simalcite,Co-Simalcite (Simeticone/Hydrotalcite),Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010P0AAACAC,Co-Simalcite_Susp 125mg/500mg/5ml,Co-Simalcite,Co-Simalcite (Simeticone/Hydrotalcite),Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010P0BBAAAA,Altacite Plus_Susp 125mg/500mg/5ml S/F,Altacite Plus,Co-Simalcite (Simeticone/Hydrotalcite),Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010P0BBABAB,Altacite Plus_Tab 250mg/500mg,Altacite Plus,Co-Simalcite (Simeticone/Hydrotalcite),Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0AAAAAA,Mag Hydrox_Oral Susp 415mg/5ml S/F,Mag Hydrox (Antacid),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0AAABAB,Mag Hydrox_Tab 300mg,Mag Hydrox (Antacid),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0AAACAC,Mag Hydrox_Cap 100mg,Mag Hydrox (Antacid),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0AAADAD,Mag Hydrox_Cap 160mg,Mag Hydrox (Antacid),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0AAAEAE,Mag Hydrox/Peppermint_Antacid Liq,Mag Hydrox (Antacid),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0AAAFAF,Mag Hydrox_Cap 400mg,Mag Hydrox (Antacid),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0AAAGAG,Mag Hydrox_Oral Susp 7.45-8.35% BP,Mag Hydrox (Antacid),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0BBAAAA,Milk Of Magnesia_Liq,Milk Of Magnesia (Sterling Health),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0BBABAB,Milk Of Magnesia_Tab,Milk Of Magnesia (Sterling Health),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0BBACAE,Milk Of Magnesia_Peppermint,Milk Of Magnesia (Sterling Health),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0BCAAAB,Crm Of Magnesia_Tab 300mg,Crm Of Magnesia (Antacid),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0BDAAAA,Milk Of Magnesia_Liq (Banana),Milk Of Magnesia (Omega/SmithKline),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0BDABAA,Milk Of Magnesia_Liq (Rasp),Milk Of Magnesia (Omega/SmithKline),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0BDACAG,Phillips Milk Of Magnesia_Liq (Mint),Milk Of Magnesia (Omega/SmithKline),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0BDADAB,Milk Of Magnesia_Tab (Rasp),Milk Of Magnesia (Omega/SmithKline),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0BDAEAB,Milk Of Magnesia_Tab (Sbery),Milk Of Magnesia (Omega/SmithKline),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010Q0BDAFAB,Phillips Milk Of Magnesia_Tab (Mint),Milk Of Magnesia (Omega/SmithKline),Magnesium Hydroxide,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0AAAAAA,Simeticone_Cap 100mg,Simeticone,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0AAABAB,Simeticone_Susp 40mg/ml S/F,Simeticone,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0AAACAC,Gppe Tab_Phazyme,Simeticone,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0AAADAD,Simeticone_Oral Dps 42mg/5ml,Simeticone,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0AAAEAE,Simeticone_Tab Chble 125mg,Simeticone,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0AAAFAF,Simeticone_Conc Dps 21mg/2.5ml,Simeticone,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0AAAGAG,Simeticone_Dps 66.7mg/ml S/F,Simeticone,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0AAAHAH,Simeticone_Cap 125mg,Simeticone,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0BBAAAA,Asilone Windcheaters_Cap 100mg,Asilone Windcheater,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0BCAAAB,Infacol_Susp 40mg/ml S/F,Infacol,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0BDAAAC,Phazyme_Tab,Phazyme,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0BEAAAD,Dentinox_Infant Colic Dps,Dentinox (Antacid),Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0BFAAAE,Wind-Eze_Tab Chble 125mg,Wind-Eze,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0BFABAH,Wind-Eze_Gelcap 125mg,Wind-Eze,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0BGAAAG,Woodward's_Colic Dps 66.7mg/ml S/F,Woodward's Colic,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010R0BHAAAA,WindSetlers_Cap 100mg,WindSetlers,Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
0101010S0AAAAAA,Calc Carb/Simeticone_Tab Chble800/125mg,Calc Carb/Simeticone,Calcium Carbonate & Simeticone,Antacids and Simeticone,Antacids and Simeticone,Dyspep&Gastro-Oesophageal Reflux Disease,Gastro-Intestinal System
